CustomerIDClean,revenue,orders,units_sold,countries,revenue_share,cumulative_revenue_share,rank
12359,788.3100000000001,4,222,1,0.0036538896791463906,0.5633196958100107,36
15311,766.67,15,398,1,0.003553586279904052,0.5668732820899148,37
17450,759.52,3,278,1,0.0035204453693410795,0.5703937274592559,38
12358,754.6,2,160,1,0.0034976407147998454,0.5738913681740557,39
12409,753.4399999999999,2,352,1,0.003492264007631587,0.5773836321816873,40
12594,729.51,7,300,1,0.0033813462468243244,0.5807649784285116,41
12540,722.1,14,457,1,0.0033470002122408804,0.5841119786407525,42
14936,713.6999999999999,8,326,1,0.003308065436194871,0.5874200440769474,43
12352,711.06,6,102,1,0.0032958287922946966,0.5907158728692421,44
12370,703.01,4,805,2,0.0032585162985839375,0.5939743891678261,45
12731,701.34,8,382,1,0.0032507756942986004,0.5972251648621246,46
12754,694.81,3,2125,1,0.003220508541015214,0.6004456734031398,47
15108,672.45,3,235,1,0.0031168678752546467,0.6035625412783945,48
12372,662.3,3,414,1,0.0030698216875323847,0.6066323629659268,49
12471,661.88,8,149,1,0.0030678749487300845,0.6097002379146569,50
12781,659.9399999999999,2,551,1,0.0030588828695004107,0.6127591207841573,51
17511,609.96,5,252,1,0.002827220952026655,0.615586341736184,52
12428,587.07,7,224,1,0.0027211236873012795,0.6183074654234852,53
12483,584.4300000000001,7,316,1,0.0027088870434011053,0.6210163524668864,54
12818,583.5,1,450,1,0.002704576407481725,0.623720928874368,55
14931,568.8,4,217,1,0.0026364405494012084,0.6263573694237692,56
12758,562.72,2,472,1,0.0026082591876917163,0.6289656286114609,57
12676,555.36,5,351,1,0.0025741449077275936,0.6315397735191884,58
12621,545.78,11,254,1,0.002529740722665597,0.6340695142418541,59
17443,534.24,1,504,1,0.0024762517565261985,0.6365457659983803,60
14866,523.2,1,96,1,0.002425080336580015,0.6389708463349604,61
12451,510.48,5,458,1,0.0023661219614246293,0.641336968296385,62
12431,505.94,9,194,2,0.0023450786419902383,0.6436820469383752,63
14442,500.25,2,158,1,0.002318704966311453,0.6460007519046866,64
13408,500.0,5,244,1,0.002317546193214846,0.6483182980979015,65
13694,492.29999999999995,2,98,1,0.002281855981839337,0.6506001540797409,66
17389,480.6,3,204,1,0.00222762540091811,0.6528277794806591,67
15332,469.5,2,166,1,0.00217617587542874,0.6550039553560878,68
12457,464.4,4,103,2,0.002152536904257949,0.6571564922603458,69
12477,463.85,6,177,1,0.0021499876034454125,0.6593064798637912,70
12769,461.70000000000005,1,134,1,0.0021400221548145888,0.6614465020186058,71
12388,441.32000000000005,6,132,1,0.002045558971979152,0.6634920609905849,72
12444,437.4,5,94,1,0.0020273894098243473,0.6655194504004093,73
12406,430.62,2,278,1,0.001995963483444354,0.6675154138838536,74
16422,428.4,2,760,1,0.00198567357834648,0.6695010874622,75
12417,422.85,9,173,2,0.0019599488156017953,0.6714610362778018,76
12717,418.55,2,177,1,0.0019400179183401477,0.673401054196142,77
12476,418.28,7,56,1,0.0019387664433958114,0.6753398206395379,78
16656,403.20000000000005,1,192,1,0.001868869250208452,0.6772086898897464,79
12681,399.52,14,321,1,0.0018518121102263905,0.6790605019999727,80
12481,397.42,9,197,1,0.001842078416214888,0.6809025804161876,81
12578,391.3,2,85,1,0.0018137116508099385,0.6827162920669975,82
12626,390.5,3,138,1,0.0018100035769007946,0.6845262956438982,83
12360,389.51,3,203,1,0.0018054148354382292,0.6863317104793365,84
12576,380.18,5,254,1,0.0017621694234728402,0.6880938799028093,85
12739,376.59999999999997,1,86,1,0.001745575792729422,0.6898394556955387,86
16320,361.22,2,197,1,0.0016742880718261335,0.6915137437673649,87
12449,360.18,4,109,1,0.0016694675757442465,0.6931832113431091,88
14096,359.0,11,130,1,0.0016639981667282593,0.6948472095098374,89
16182,358.0,1,200,1,0.0016593630743418296,0.6965065725841791,90
15498,355.65,4,129,1,0.0016484706072337199,0.6981550431914129,91
12412,355.2,3,205,1,0.0016463848156598264,0.6998014280070727,92
12474,352.40999999999997,9,163,1,0.0016334529079016875,0.7014348809149744,93
12583,343.74,7,173,1,0.0015932666569113422,0.7030281475718858,94
12472,338.0,6,234,1,0.0015666612266132358,0.704594808798499,95
12567,334.16,7,183,1,0.0015488624718493459,0.7061436712703484,96
17857,328.32,2,912,1,0.0015217935323125964,0.707665464802661,97
12502,326.9,5,70,1,0.0015152117011238662,0.7091806765037849,98
14912,325.92,2,344,1,0.0015106693105851653,0.7106913458143701,99
12688,323.91,1,213,1,0.0015013527748884417,0.7121926985892585,100
12682,316.24,14,179,1,0.0014658016162845259,0.713658500205543,101
12455,314.21000000000004,3,212,2,0.0014563923787400737,0.7151148925842831,102
14031,310.8,3,160,1,0.0014405867137023483,0.7165554792979855,103
12363,303.36,2,256,1,0.0014061016263473114,0.7179615809243328,104
12490,301.94,4,143,1,0.0013995197951585812,0.7193611007194914,105
13798,301.3,3,158,1,0.0013965533360312662,0.7207576540555227,106
14298,297.84,8,444,1,0.0013805159163742193,0.722138169971897,107
12637,296.72,6,129,1,0.0013753246129014182,0.7235134945847984,108
12764,294.08,1,84,1,0.0013630879690012436,0.7248765825537996,109
17829,293.2,1,100,1,0.0013590090877011855,0.7262355916415008,110
12383,287.0,4,167,1,0.0013302715149053216,0.727565863156406,111
12633,281.22,3,94,1,0.001303480680911758,0.7288693438373178,112
12362,274.45,9,111,1,0.001272101105455629,0.7301414449427734,113
12670,273.24,3,172,1,0.0012664926436680491,0.7314079375864415,114
12865,271.0,2,142,1,0.0012561100367224464,0.732664047623164,115
12782,268.1,4,104,1,0.0012426682688018004,0.7339067158919658,116
12683,268.0,8,148,1,0.0012422047595631574,0.7351489206515289,117
12438,267.84,2,136,1,0.0012414631447813286,0.7363903837963103,118
12393,267.55,3,147,1,0.0012401189679892642,0.7376305027642995,119
16684,266.40000000000003,1,144,1,0.0012347886117448702,0.7388652913760444,120
12714,264.84,5,174,1,0.0012275578676220395,0.7400928492436665,121
13081,260.76,6,136,1,0.0012086466906854065,0.7413014959343519,122
12816,260.6,2,69,1,0.0012079050759035777,0.7425094010102555,123
12705,258.98,6,158,1,0.0012003962262375617,0.7437097972364931,124
12456,254.43,3,181,1,0.0011793065558793065,0.7448891037923724,125
12627,254.35,4,164,1,0.001178935748488392,0.7460680395408608,126
12712,251.05,6,43,1,0.001163639943613174,0.7472316794844739,127
15510,250.0,1,2,1,0.001158773096607423,0.7483904525810813,128
12646,243.88,2,140,1,0.0011304063312024732,0.7495208589122837,129
12539,241.79999999999998,4,78,1,0.0011207653390386994,0.7506416242513224,130
12414,241.76,3,98,1,0.0011205799353432423,0.7517622041866656,131
17929,238.79999999999998,1,24,1,0.0011068600618794103,0.752869064248545,132
12381,236.47,3,141,1,0.0010960602966190293,0.7539651245451641,133
12377,235.85999999999999,2,166,1,0.001093232890263307,0.7550583574354274,134
13014,235.5,4,42,1,0.0010915642570041924,0.7561499216924316,135
12437,233.88,7,149,1,0.0010840554073381762,0.7572339770997697,136
12733,228.95,1,61,1,0.0010612044018730778,0.7582951815016428,137
14895,225.45000000000002,5,107,1,0.001044981578520574,0.7593401630801634,138
12516,225.0,2,120,1,0.0010428957869466806,0.7603830588671101,139
13520,224.34,4,106,1,0.001039836625971637,0.7614228954930817,140
13919,224.01,2,287,1,0.0010383070454841152,0.7624612025385659,141
12815,221.85999999999999,2,48,1,0.0010283415968532913,0.7634895441354191,142
12536,220.19,1,157,1,0.0010206009925679538,0.7645101451279871,143
12355,219.1,1,110,1,0.0010155487418667454,0.7655256938698538,144
12757,218.5,6,89,1,0.0010127676864348876,0.7665384615562887,145
12639,216.3,1,65,1,0.0010025704831847424,0.7675410320394734,146
12582,213.94,2,135,1,0.0009916316651527683,0.7685326637046263,147
15480,213.89999999999998,1,50,1,0.0009914462614573109,0.7695241099660836,148
14934,213.15,2,93,1,0.0009879699421674888,0.7705120799082511,149
12709,212.7,3,154,1,0.0009858841505935953,0.7714979640588447,150
14932,211.53,1,32,1,0.0009804610925014728,0.7724784251513462,151
12783,206.16,4,42,1,0.0009555706463863453,0.7734339957977325,152
12619,204.56,4,224,1,0.0009481544985680578,0.7743821502963006,153
17937,204.0,1,24,1,0.0009455588468316571,0.7753277091431323,154
15513,203.8,2,9,1,0.0009446318283543712,0.7762723409714867,155
12762,203.43,1,81,1,0.0009429168441713922,0.777215257815658,156
12520,201.94,5,92,1,0.000936010556515612,0.7781512683721736,157
12357,200.0,1,56,1,0.0009270184772859384,0.7790782868494596,158
12662,199.82,7,94,1,0.000926184160656381,0.7800044710101159,159
16013,199.68,1,384,1,0.0009255352477222808,0.7809300062578383,160
17841,193.36,35,101,1,0.0008962414638400452,0.7818262477216783,161
17230,192.7,2,74,1,0.0008931823028650016,0.7827194300245433,162
12507,188.16,2,54,1,0.0008721389834306108,0.7835915690079739,163
12708,186.8,7,55,1,0.0008658352577850665,0.7844574042657589,164
15144,185.6,4,42,1,0.0008602731469213508,0.7853176774126803,165
12656,184.95,3,95,1,0.0008572603368701715,0.7861749377495505,166
12720,184.79,10,125,1,0.0008565187220883427,0.7870314564716389,167
12464,179.39999999999998,2,12,1,0.0008315355741254866,0.7878629920457644,168
12395,179.25,7,87,1,0.0008308403102675223,0.7886938323560319,169
12424,179.10000000000002,1,70,1,0.000830145046409558,0.7895239774024414,170
16180,179.0,1,100,1,0.0008296815371709148,0.7903536589396123,171
12791,177.60000000000002,1,96,1,0.0008231924078299133,0.7911768513474422,172
13501,177.5,1,66,1,0.0008227288985912703,0.7919995802460335,173
12356,177.31,2,167,1,0.0008218482310378487,0.7928214284770713,174
15039,174.9,16,72,1,0.0008106776583865532,0.7936321061354579,175
12446,174.49,1,63,1,0.000808777270508117,0.794440883405966,176
16029,174.0,1,100,1,0.0008065060752387664,0.7952473894812048,177
12700,173.92000000000002,2,120,1,0.0008061352678478521,0.7960535247490527,178
12373,173.60000000000002,1,69,1,0.0008046520382841946,0.7968581767873368,179
12721,170.8,4,120,1,0.0007916737796021914,0.797649850566939,180
12585,168.03,2,241,1,0.0007788345736917811,0.7984286851406308,181
12748,167.19,17,214,1,0.0007749410960871801,0.799203626236718,182
16705,167.04000000000002,2,48,1,0.0007742458322292158,0.7999778720689472,183
12478,166.87,1,63,1,0.0007734578665235227,0.8007513299354707,184
12817,166.04,1,53,1,0.000769610739842786,0.8015209406753135,185
15854,166.03,3,43,1,0.0007695643889189217,0.8022905050642325,186
18017,165.0,1,100,1,0.0007647902437608992,0.8030552953079934,187
12727,163.68,3,136,1,0.000758671921810812,0.8038139672298041,188
17139,163.06,6,80,1,0.0007557981645312256,0.8045697653943353,189
17508,160.76,1,144,1,0.0007451374520424372,0.8053149028463777,190
13018,160.14,6,80,1,0.0007422636947628508,0.8060571665411406,191
14930,158.5,2,49,1,0.0007346621432491061,0.8067918286843897,192
16923,158.26,5,88,1,0.000733549721076363,0.807525378405466,193
17677,156.7,1,106,1,0.0007263189769535326,0.8082516973824195,194
15245,155.7,1,106,1,0.0007216838845671029,0.8089733812669866,195
12367,155.39999999999998,1,167,1,0.000720293356851174,0.8096936746238378,196
13815,154.6,3,116,1,0.0007165852829420303,0.8104102599067798,197
12697,154.1,2,88,1,0.0007142677367488155,0.8111245276435286,198
12750,153.2,1,84,1,0.0007100961536010287,0.8118346237971297,199
12613,151.95,3,93,1,0.0007043022881179917,0.8125389260852477,200
15654,151.5,1,90,1,0.0007022164965440983,0.8132411425817918,201
15615,150.6,7,86,1,0.0006980449133963116,0.8139391874951881,202
13881,149.4,2,52,1,0.000692482802532596,0.8146316702977208,203
15044,149.34,3,86,1,0.0006922046969894102,0.8153238749947102,204
12565,145.92,1,80,1,0.0006763526810278206,0.816000227675738,205
12607,145.44,1,100,1,0.0006741278366823344,0.8166743555124203,206
14667,145.0,5,68,1,0.0006720883960323053,0.8173464439084526,207
12725,141.8,1,38,1,0.0006572561003957304,0.8180037000088483,208
15388,140.54,1,88,1,0.0006514158839888289,0.8186551158928371,209
15061,139.7,3,249,1,0.0006475224063842279,0.8193026382992213,210
15251,139.2,2,96,1,0.0006452048601910131,0.8199478431594124,211
12668,137.10000000000002,3,42,1,0.0006354711661795109,0.8205833143255918,212
17426,136.72,4,78,1,0.0006337098310726675,0.8212170241566645,213
12685,135.93,4,63,1,0.000630048108087388,0.821847072264752,214
12645,134.4,3,72,1,0.0006229564167361506,0.8224700286814881,215
17675,134.15,5,69,1,0.0006217976436395431,0.8230918263251277,216
12453,133.25,1,90,1,0.0006176260604917565,0.8237094523856194,217
16126,131.4,2,28,1,0.0006090511395768616,0.8243185035251963,218
17315,131.39999999999998,6,24,1,0.0006090511395768615,0.8249275546647732,219
14560,131.39999999999998,1,12,1,0.0006090511395768615,0.8255366058043501,220
17017,128.76,4,108,1,0.0005968144956766871,0.8261334203000268,221
12812,127.44,1,100,1,0.0005906961737265999,0.8267241164737534,222
15640,126.6,3,48,1,0.000586802696121999,0.8273109191698754,223
16839,126.51,2,101,1,0.0005863855378072203,0.8278973047076826,224
15065,124.75,3,25,1,0.0005782277752071041,0.8284755324828897,225
12405,124.28,1,50,1,0.0005760492817854821,0.8290515817646752,226
14265,122.69999999999999,2,22,1,0.0005687258358149231,0.8296203076004901,227
18073,121.56,2,108,1,0.0005634418304943933,0.8301837494309845,228
14306,121.5,2,218,1,0.0005631637249512076,0.8307469131559357,229
16871,120.8,2,24,1,0.0005599191602807068,0.8313068323162165,230
13340,120.0,1,96,1,0.000556211086371563,0.8318630434025881,231
13435,119.8,4,36,1,0.0005552840678942771,0.8324183274704824,232
12510,118.8,2,19,1,0.0005506489755078474,0.8329689764459902,233
13627,118.32,3,114,1,0.0005484241311623611,0.8335174005771526,234
13418,117.54,3,53,1,0.000544808759100946,0.8340622093362535,235
13013,117.45000000000002,3,63,1,0.0005443916007861674,0.8346066009370396,236
12630,116.96000000000001,2,62,1,0.0005421204055168168,0.8351487213425565,237
12378,116.57,1,87,1,0.0005403127194861092,0.8356890340620425,238
17811,115.4,7,20,1,0.0005348896613939864,0.8362239237234366,239
17735,114.88,5,102,1,0.000532479413353043,0.8367564031367896,240
12397,114.7,2,42,1,0.0005316450967234856,0.837288048233513,241
12809,113.26,1,82,1,0.0005249705636870269,0.8378130187972,242
12756,112.07999999999998,1,144,1,0.0005195011546710398,0.8383325199518711,243
12694,111.0,2,52,1,0.0005144952548936958,0.8388470152067647,244
14944,110.4,2,48,1,0.000511714199461838,0.8393587294062266,245
14057,109.08,4,84,1,0.0005055958775117508,0.8398643252837383,246
12752,108.00000000000001,1,84,1,0.0005005899777344067,0.8403649152614727,247
16265,107.6,3,40,1,0.0004987359407798348,0.8408636512022526,248
15555,107.5,6,52,1,0.0004982724315411919,0.8413619236337938,249
12759,106.50000000000001,2,38,1,0.0004936373391547622,0.8418555609729486,250
12569,106.44,5,50,1,0.0004933592336115763,0.8423489202065602,251
12690,104.0,1,20,1,0.00048204960818868796,0.8428309698147488,252
14849,103.95,5,73,1,0.0004818178535693665,0.8433127876683182,253
12587,102.4,1,31,1,0.00047463346037040046,0.8437874211286885,254
16873,102.22,3,62,1,0.0004737991437408431,0.8442612202724293,255
16191,102.0,1,24,1,0.00047277942341582854,0.8447339996958452,256
18092,102.0,1,24,1,0.00047277942341582854,0.845206779119261,257
16353,102.0,1,24,1,0.00047277942341582854,0.8456795585426768,258
14258,102.0,1,24,1,0.00047277942341582854,0.8461523379660927,259
12423,101.31,5,94,1,0.0004695812096691921,0.8466219191757619,260
12350,100.19999999999999,1,72,1,0.0004644362571202551,0.8470863554328821,261
12553,99.7,4,30,1,0.0004621187109270403,0.8475484741438092,262
12371,99.6,1,36,1,0.00046165520168839726,0.8480101293454976,263
13505,99.5,4,149,1,0.00046119169244975434,0.8484713210379473,264
14277,99.3,3,77,1,0.0004602646739724684,0.8489315857119197,265
12501,99.28,1,84,1,0.0004601719721247398,0.8493917576840445,266
13493,99.0,1,60,1,0.0004588741462565395,0.8498506318303011,267
12454,97.80000000000001,1,12,1,0.0004533120353928239,0.8503039438656939,268
15932,96.6,2,44,1,0.0004477499245291082,0.850751693790223,269
12597,95.85,4,54,1,0.00044427360523928596,0.8511959673954622,270
16700,94.5,3,50,1,0.0004380162305176059,0.8516339836259799,271
12475,94.5,1,37,1,0.0004380162305176059,0.8520719998564975,272
12611,94.0,1,40,1,0.00043569868432439103,0.8525076985408219,273
12591,93.9,1,9,1,0.0004352351750857481,0.8529429337159076,274
16745,93.85,3,101,1,0.00043500342046642654,0.853377937136374,275
12434,93.72,2,64,1,0.0004344008584561907,0.8538123379948301,276
15658,93.0,2,8,1,0.00043106359193796135,0.8542434015867681,277
12484,92.14,4,79,1,0.0004270774124856318,0.8546704789992537,278
17090,92.08,2,25,1,0.000426799306942446,0.8550972783061962,279
12517,91.04,4,43,1,0.0004219788108605592,0.8555192571170568,280
12635,90.85,2,61,1,0.0004210981433071375,0.8559403552603639,281
12462,90.85,2,35,1,0.0004210981433071375,0.8563614534036711,282
12610,90.15,1,44,1,0.00041785357863663675,0.8567793069823078,283
12514,89.68,1,56,1,0.0004156750852150148,0.8571949820675228,284
17672,89.28,2,24,1,0.0004138210482604429,0.8576088031157832,285
12794,89.1,2,86,1,0.0004129867316308855,0.8580217898474142,286
16131,88.80000000000001,1,48,1,0.00041159620391495666,0.8584333860513291,287
12399,87.24000000000001,3,156,1,0.00040436545979212636,0.8588377515111213,288
15856,86.74000000000001,5,71,1,0.0004020479135989115,0.8592397994247202,289
17340,86.68,2,76,1,0.00040176980805572575,0.8596415692327759,290
12679,86.32000000000001,2,80,1,0.00040010117479661103,0.8600416704075725,291
14367,86.3,5,40,1,0.0004000084729488824,0.8604416788805214,292
12814,85.92,1,48,1,0.0003982471378420391,0.8608399260183635,293
14426,85.67999999999999,2,40,1,0.00039713471566929596,0.8612370607340327,294
12558,84.96,1,60,1,0.0003937974491510666,0.8616308581831837,295
15125,82.80000000000001,1,24,1,0.0003837856495963785,0.8620146438327801,296
12876,82.8,2,66,1,0.00038378564959637846,0.8623984294823765,297
17402,82.75999999999999,2,28,1,0.00038360024590092126,0.8627820297282774,298
12691,82.2,4,16,1,0.0003810045941645207,0.863163034322442,299
15078,82.1,3,34,1,0.00038054108492587766,0.8635435754073679,300
14397,81.89999999999999,1,42,1,0.0003796140664485917,0.8639231894738165,301
13269,81.84,6,108,1,0.000379335960905406,0.864302525434722,302
15089,81.80000000000001,3,32,1,0.00037915055720994884,0.8646816759919319,303
13534,81.4,4,22,1,0.0003772965202553769,0.8650589725121873,304
14056,80.36,7,22,1,0.00037247602417349004,0.8654314485363608,305
17849,79.9,1,2,1,0.0003703438816757324,0.8658017924180366,306
12726,79.8,3,40,1,0.0003698803724370894,0.8661716727904737,307
17416,79.5,1,10,1,0.0003684898447211605,0.8665401626351948,308
13263,76.95,14,98,1,0.0003566703591357648,0.8668968329943306,309
12811,76.55000000000001,2,31,1,0.00035481632218119295,0.8672516493165118,310
12921,76.52,3,36,1,0.0003546772694096,0.8676063265859214,311
16767,76.32000000000001,1,72,1,0.0003537502509323141,0.8679600768368537,312
12949,76.10000000000001,3,26,1,0.00035273053060729957,0.868312807367461,313
17243,76.1,5,18,1,0.0003527305306072995,0.8686655378980682,314
12715,76.06,1,69,1,0.00035254512691184237,0.8690180830249801,315
12515,75.9,1,14,1,0.0003518035121300136,0.8693698865371101,316
17646,75.75,2,47,1,0.0003511082482720492,0.8697209947853821,317
16258,75.6,2,64,1,0.0003504129844140847,0.8700714077697962,318
12364,75.0,2,122,1,0.0003476319289822269,0.8704190396987784,319
14818,75.0,1,60,1,0.0003476319289822269,0.8707666716277607,320
17861,74.89999999999999,3,28,1,0.0003471684197435839,0.8711138400475043,321
15547,74.06,8,44,1,0.000343274942138983,0.8714571149896433,322
12596,73.7,1,8,1,0.0003416063088798683,0.8717987212985232,323
16558,73.2,3,24,1,0.00033928876268665345,0.8721380100612098,324
16187,73.03999999999999,3,50,1,0.00033854714790482464,0.8724765572091147,325
12422,72.7,3,36,2,0.0003369712164934386,0.8728135284256081,326
12407,72.42,2,70,1,0.0003356733906252383,0.8731492018162333,327
14796,72.39,6,41,1,0.0003355343378536454,0.873484736154087,328
12546,72.10000000000001,2,28,1,0.00033419016106158084,0.8738189263151486,329
12724,72.03999999999999,3,23,1,0.00033391205551839496,0.8741528383706669,330
14961,72.0,1,100,1,0.0003337266518229378,0.8744865650224899,331
12590,72.0,1,100,1,0.0003337266518229378,0.8748202916743129,332
15443,71.81,4,41,1,0.00033284598426951617,0.8751531376585824,333
12353,71.3,1,14,1,0.000330482087152437,0.8754836197457349,334
14937,71.28,2,24,1,0.00033038938530470844,0.8758140091310396,335
14597,71.24999999999999,1,49,1,0.0003302503325331155,0.8761442594635727,336
16639,70.80000000000001,1,24,1,0.0003281645409592222,0.8764724240045318,337
12523,70.8,3,32,1,0.00032816454095922217,0.876800588545491,338
12432,70.68,2,28,1,0.00032760832987285067,0.8771281968753639,339
12375,70.60000000000001,1,22,1,0.00032723752248193627,0.8774554343978459,340
16011,70.4,3,64,1,0.0003263105040046503,0.8777817449018506,341
12673,69.45,2,31,1,0.0003219071662375421,0.8781036520680882,342
13319,69.06,3,32,1,0.00032009948020683454,0.878423751548295,343
12380,68.92,2,82,1,0.00031945056727273436,0.8787432021155678,344
12778,67.95,2,45,1,0.00031495452765789757,0.8790581566432257,345
12600,67.52,2,11,1,0.00031296143793173276,0.8793711180811574,346
14257,67.5,1,18,1,0.0003128687360840042,0.8796839868172415,347
13426,67.5,1,10,1,0.0003128687360840042,0.8799968555533255,348
13488,66.9,1,6,1,0.0003100876806521464,0.8803069432339776,349
12521,66.35,1,29,1,0.00030753837983961,0.8806144816138173,350
12408,66.1,3,40,1,0.0003063796067430026,0.8809208612205602,351
12552,65.45,1,11,1,0.00030336679669182336,0.8812242280172521,352
12532,64.8,1,24,1,0.000300353986640644,0.8815245820038927,353
13451,64.3,4,32,1,0.0002980364404474292,0.8818226184443402,354
16931,64.2,6,25,1,0.0002975729312087862,0.882120191375549,355
17611,63.98,5,34,1,0.00029655321088377167,0.8824167445864327,356
13999,63.9,4,57,1,0.0002961824034928573,0.8827129269899255,357
12480,63.7,4,42,1,0.00029525538501557136,0.8830081823749412,358
12421,63.66,3,74,1,0.00029506998132011416,0.8833032523562613,359
12707,63.6,1,10,1,0.0002947918757769284,0.8835980442320382,360
12625,63.54,2,80,1,0.0002945137702337426,0.883892558002272,361
12562,63.05,4,43,1,0.0002922425749643921,0.8841848005772364,362
16929,62.6,3,36,1,0.0002901567833904987,0.8844749573606269,363
14546,61.31,5,32,1,0.0002841775142120044,0.8847591348748389,364
17591,61.199999999999996,1,24,1,0.0002836676540494971,0.8850428025288885,365
16525,61.199999999999996,1,24,1,0.0002836676540494971,0.885326470182938,366
14408,61.199999999999996,1,24,1,0.0002836676540494971,0.8856101378369875,367
17050,60.75,2,53,1,0.0002815818624756038,0.8858917196994631,368
16592,60.6,4,48,1,0.00028088659861763934,0.8861726062980808,369
13805,60.48,1,144,1,0.00028033038753126773,0.8864529366856121,370
14759,60.18,2,36,1,0.00027893985981533885,0.8867318765454274,371
14688,60.0,1,48,1,0.0002781055431857815,0.8870099820886131,372
17213,59.9,3,10,1,0.00027764203394713854,0.8872876241225602,373
13725,59.8,1,4,1,0.00027717852470849556,0.8875648026472688,374
12465,59.8,2,52,1,0.00027717852470849556,0.8878419811719773,375
15630,59.400000000000006,1,12,1,0.0002753244877539237,0.8881173056597312,376
18044,59.28,2,28,1,0.00027476827666755215,0.8883920739363987,377
13113,59.0,1,20,1,0.00027347045079935184,0.8886655443871981,378
13089,58.68,4,78,1,0.0002719872212356943,0.8889375316084338,379
13344,58.50000000000001,1,26,1,0.000271152904606137,0.8892086845130399,380
17091,58.1,3,30,1,0.0002692988676515651,0.8894779833806915,381
13004,58.08,5,60,1,0.0002692061658038365,0.8897471895464953,382
14606,57.9,12,39,1,0.0002683718491742792,0.8900155613956696,383
16156,57.86,3,18,1,0.00026818644547882197,0.8902837478411484,384
14907,57.660000000000004,1,42,1,0.00026725942700153607,0.89055100726815,385
14462,57.49,4,23,1,0.000266471461295843,0.8908174787294458,386
18245,57.1,2,10,1,0.0002646637752651354,0.891082142504711,387
14834,56.46,2,26,1,0.00026169731613782043,0.8913438398208487,388
14180,56.35000000000001,3,13,1,0.0002611874559753132,0.8916050272768241,389
13969,56.300000000000004,3,26,1,0.0002609557013559917,0.8918659829781801,390
14194,56.22,3,66,1,0.00026058489396507727,0.8921265678721452,391
12792,56.0,1,2,1,0.00025956517364006274,0.8923861330457852,392
12631,55.5,1,22,1,0.0002572476274468479,0.892643380673232,393
16652,55.5,2,10,1,0.0002572476274468479,0.8929006283006788,394
15867,55.5,4,14,1,0.0002572476274468479,0.8931578759281257,395
13468,55.2,2,24,1,0.000255857099730919,0.8934137330278566,396
12402,54.900000000000006,1,22,1,0.00025446657201499013,0.8936681995998716,397
13812,54.84,2,24,1,0.0002541884664718043,0.8939223880663435,398
17629,54.599999999999994,2,36,1,0.00025307604429906114,0.8941754641106425,399
12615,54.45,2,19,1,0.00025238078044109675,0.8944278448910836,400
16216,54.45,1,11,1,0.00025238078044109675,0.8946802256715247,401
13001,54.3,3,22,1,0.00025168551658313225,0.8949319111881079,402
12808,54.0,2,20,1,0.00025029498886720337,0.8951822061769751,403
